         3689970 function calls (3541787 primitive calls) in 17.472 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.000    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\framework\func_graph.py:479(<listcomp>)
        6    0.000    0.000    0.000    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\keras\src\backend\tensorflow\rnn.py:785(cudnn_ok)
       56    0.000    0.000    0.000    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\framework\op_def_library.py:231(_MakeFunc)
        4    0.000    0.000    0.000    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\keras\src\metrics\metric.py:92(__init__)
      149    0.000    0.000    0.000    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\namex\export.py:36(__init__)
      149    0.000    0.000    0.000    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\namex\export.py:58(__call__)
        3    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\dataclasses.py:1455(replace)
       24    0.000    0.000    0.000    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\distribute\distribute_lib.py:1223(scope)
       96    0.000    0.000    0.000    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\autograph\impl\api.py:283(autograph_artifact)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
       12    0.000    0.000    0.000    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\autograph\utils\ag_logging.py:134(log)
       45    0.000    0.000    0.000    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\h5py\_hl\group.py:34(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\keras\src\layers\layer.py:1161(_get_regularization_losses)
      126    0.000    0.000    0.000    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\framework\traceable_stack.py:139(copy)
      720    0.000    0.000    0.000    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\keras\src\callbacks\callback.py:93(on_batch_end)
       20    0.000    0.000    0.000    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\ops\op_selector.py:22(is_differentiable)
      933    0.000    0.000    0.000    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\keras\src\ops\operation.py:328(_setattr_hook)
        1    0.000    0.000    0.000    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\sklearn\base.py:231(get_params)
       32    0.000    0.000    0.000    0.000 {method 'extend' of 'google._upb._message.RepeatedCompositeContainer' objects}
       74    0.000    0.000    0.000    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\framework\func_graph.py:813(deferred_internal_captures)
        1    0.000    0.000    0.000    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\distribute\distribute_lib.py:380(__init__)
        1    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\encodings\ascii.py:1(<module>)
      104    0.000    0.000    0.000    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.TF_OperationGetAttrBool}
       32    0.000    0.000    0.000    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\h5py\_hl\selections.py:227(__init__)
        7    0.000    0.000    0.000    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\data\util\structure.py:251(<lambda>)
       26    0.000    0.000    0.000    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\framework\type_spec.py:521(_deserialize)
       11    0.000    0.000    0.000    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\framework\device_spec.py:107(__init__)
       68    0.000    0.000    0.000    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.AddWhileInputHack}
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_ContextOptionsSetTfrt}
        2    0.000    0.000    0.000    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\sklearn\utils\validation.py:90(_assert_all_finite)
       81    0.000    0.000    0.000    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\framework\ops.py:3820(_current_control_dependencies)
      100    0.000    0.000    0.000    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\framework\tensor_shape.py:276(is_compatible_with)
        8    0.000    0.000    0.000    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\keras\src\layers\rnn\rnn.py:396(<lambda>)
       20    0.000    0.000    0.000    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\ops\gen_functional_ops.py:398(<listcomp>)
    44/28    0.000    0.000    0.000    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\keras\src\saving\serialization_lib.py:390(<dictcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\sklearn\base.py:200(_get_param_names)
       77    0.000    0.000    0.000    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\framework\c_api_util.py:42(__init__)
      186    0.000    0.000    0.000    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\util\object_identity.py:257(__iter__)
       12    0.000    0.000    0.000    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\autograph\utils\ag_logging.py:117(has_verbosity)
        3    0.000    0.000    0.000    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\data\ops\iterator_ops.py:970(_from_components)
      203    0.000    0.000    0.000    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\core\function\trace_type\util.py:23(is_namedtuple)
      196    0.000    0.000    0.000    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\framework\op_def_library.py:167(_MakeInt)
      728    0.000    0.000    0.000    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\profiler\trace.py:83(__enter__)
       34    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\_weakrefset.py:27(__exit__)
       32    0.000    0.000    0.000    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\h5py\_hl\dataset.py:540(_selector)
       24    0.000    0.000    0.000    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\ops\control_flow_util_v2.py:358(graph_wrapped_for_higher_order_tape_gradients)
        7    0.000    0.000    0.000    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\pandas\core\dtypes\cast.py:1156(maybe_infer_to_datetimelike)
      593    0.000    0.000    0.000    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\core\function\trace_type\trace_type_builder.py:108(composite_device_name)
        1    0.000    0.000    0.000    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\framework\device.py:45(canonical_name)
      609    0.000    0.000    0.000    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\core\function\trace_type\trace_type_builder.py:100(unnest_only)
      197    0.000    0.000    0.000    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\keras\src\backend\common\global_state.py:11(set_global_attribute)
      667    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
      149    0.000    0.000    0.000    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\keras\src\api_export.py:13(register_internal_serializable)
      190    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\keras\src\trainers\epoch_iterator.py:49(__init__)
       68    0.000    0.000    0.000    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\framework\ops.py:5176(_assert_same_graph)
      181    0.000    0.000    0.000    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\util\object_identity.py:132(_wrap_key)
      722    0.000    0.000    0.000    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\eager\polymorphic_function\atomic_function.py:667(__enter__)
       24    0.000    0.000    0.000    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\framework\ops.py:4201(prevent_feeding)
        9    0.000    0.000    0.000    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\keras\src\random\seed_generator.py:143(make_default_seed)
      105    0.000    0.000    0.000    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\numpy\lib\_version.py:62(<listcomp>)
        8    0.000    0.000    0.000    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\ml_dtypes\_iinfo.py:36(__init__)
       40    0.000    0.000    0.000    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\distribute\distribute_lib.py:323(_require_strategy_scope_strategy)
       24    0.000    0.000    0.000    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\distribute\distribute_lib.py:4011(_scope)
       40    0.000    0.000    0.000    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\framework\ops.py:186(_as_graph_element)
      382    0.000    0.000    0.000    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\framework\func_graph.py:96(<genexpr>)
       12    0.000    0.000    0.000    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\autograph\utils\ag_logging.py:110(get_verbosity)
        1    0.000    0.000    0.000    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\keras\src\legacy\layers.py:1(<module>)
      102    0.000    0.000    0.000    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\framework\composite_tensor_gradient.py:105(_get_tensors_for_gradient)
        1    0.000    0.000    0.000    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\keras\_tf_keras\keras\metrics\__init__.py:1(<module>)
       10    0.000    0.000    0.000    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\h5py\_hl\base.py:329(attrs)
       24    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:71(__init__)
       21    0.000    0.000    0.000    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\distribute\distribute_lib.py:694(_get_default_replica_context)
       71    0.000    0.000    0.000    0.000 <string>:2(__init__)
       33    0.000    0.000    0.000    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\keras\src\saving\object_registration.py:49(__enter__)
       25    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:173(__exit__)
        6    0.000    0.000    0.000    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\keras\src\initializers\random_initializers.py:11(__init__)
       99    0.000    0.000    0.000    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\keras\src\saving\serialization_lib.py:62(in_safe_mode)
